title,text,label,text_length,title_length,num_words,num_sentences,label_numeric
"Lalaking uminom ng tubig ulan, gumaling sa cancer","Lalaking uminom ng tubig ulan, gumaling sa cancer. Ito ay bahagi ng patuloy na programa ng pamahalaan. Ang balitang ito ay mabilis na kumalat sa social media.",FAKE,158,49,27,3,0
DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan,DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan. Ito ay bahagi ng patuloy na programa ng pamahalaan. Hindi pa matukoy kung gaano katotoo ang insidente.,REAL,161,57,28,3,1
Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon,Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Ito ay nakumpirma ng mga eksperto sa lugar.,REAL,162,56,24,3,1
BFP nagsagawa ng fire drill sa Quezon City,BFP nagsagawa ng fire drill sa Quezon City. Nagpahayag ng suporta ang ilang opisyal ukol dito. Nagpahayag ng suporta ang ilang opisyal ukol dito.,REAL,145,42,24,3,1
Higante umano nakita sa bundok ng Sierra Madre,Higante umano nakita sa bundok ng Sierra Madre. Nagpahayag ng suporta ang ilang opisyal ukol dito. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.,FAKE,159,46,24,3,0
PNP: Mas pinaigting na seguridad sa Metro Manila,PNP: Mas pinaigting na seguridad sa Metro Manila. Ito ay nakumpirma ng mga eksperto sa lugar. Ang balitang ito ay mabilis na kumalat sa social media.,REAL,149,48,26,3,1
DOH: Patuloy ang pagbaba ng kaso ng COVID-19,DOH: Patuloy ang pagbaba ng kaso ng COVID-19. Nagpahayag ng suporta ang ilang opisyal ukol dito. Hindi pa matukoy kung gaano katotoo ang insidente.,REAL,147,44,24,3,1
May bagong planeta na natagpuan malapit sa Pilipinas,May bagong planeta na natagpuan malapit sa Pilipinas. Ito ay bahagi ng patuloy na programa ng pamahalaan. Hindi pa matukoy kung gaano katotoo ang insidente.,FAKE,156,52,25,3,0
Bayanihan spirit muling nasilayan sa panahon ng kalamidad,Bayanihan spirit muling nasilayan sa panahon ng kalamidad. Ang balitang ito ay mabilis na kumalat sa social media. Nagpahayag ng suporta ang ilang opisyal ukol dito.,REAL,165,57,26,3,1
Bayanihan spirit muling nasilayan sa panahon ng kalamidad,Bayanihan spirit muling nasilayan sa panahon ng kalamidad. Nagpahayag ng suporta ang ilang opisyal ukol dito. Hindi pa matukoy kung gaano katotoo ang insidente.,REAL,160,57,24,3,1
May bagong planeta na natagpuan malapit sa Pilipinas,May bagong planeta na natagpuan malapit sa Pilipinas. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Ito ay nakumpirma ng mga eksperto sa lugar.,FAKE,158,52,24,3,0
BFP nagsagawa ng fire drill sa Quezon City,BFP nagsagawa ng fire drill sa Quezon City. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo.,REAL,165,42,24,3,1
Bayanihan spirit muling nasilayan sa panahon ng kalamidad,Bayanihan spirit muling nasilayan sa panahon ng kalamidad. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Hindi pa matukoy kung gaano katotoo ang insidente.,REAL,170,57,24,3,1
Bayanihan spirit muling nasilayan sa panahon ng kalamidad,Bayanihan spirit muling nasilayan sa panahon ng kalamidad. Ang balitang ito ay mabilis na kumalat sa social media. Hindi pa matukoy kung gaano katotoo ang insidente.,REAL,165,57,26,3,1
Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo,"Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",FAKE,165,51,26,3,0
PhilHealth naglunsad ng bagong online portal,PhilHealth naglunsad ng bagong online portal. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,REAL,167,44,22,3,1
Isang barangay biglang naglaho ayon sa ulat,Isang barangay biglang naglaho ayon sa ulat. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo.,FAKE,156,43,23,3,0
Bayanihan spirit muling nasilayan sa panahon ng kalamidad,Bayanihan spirit muling nasilayan sa panahon ng kalamidad. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo.,REAL,170,57,24,3,1
PNP: Mas pinaigting na seguridad sa Metro Manila,PNP: Mas pinaigting na seguridad sa Metro Manila. Ito ay bahagi ng patuloy na programa ng pamahalaan. Ito ay bahagi ng patuloy na programa ng pamahalaan.,REAL,153,48,26,3,1
DOH: Patuloy ang pagbaba ng kaso ng COVID-19,DOH: Patuloy ang pagbaba ng kaso ng COVID-19. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.,REAL,157,44,24,3,1
Libreng sakay sa mga estudyante ipapatupad simula Hulyo,Libreng sakay sa mga estudyante ipapatupad simula Hulyo. Ang balitang ito ay mabilis na kumalat sa social media. Ang balitang ito ay mabilis na kumalat sa social media.,REAL,168,55,28,3,1
"Dahon ng mangga, ginawang cellphone charger","Dahon ng mangga, ginawang cellphone charger. Nagpahayag ng suporta ang ilang opisyal ukol dito. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo.",FAKE,156,43,22,3,0
May bagong planeta na natagpuan malapit sa Pilipinas,May bagong planeta na natagpuan malapit sa Pilipinas. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Ito ay bahagi ng patuloy na programa ng pamahalaan.,FAKE,166,52,25,3,0
Saging kayang gamutin ang lahat ng sakit ayon sa eksperto,"Saging kayang gamutin ang lahat ng sakit ayon sa eksperto. Ito ay nakumpirma ng mga eksperto sa lugar. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",FAKE,164,57,27,3,0
Higante umano nakita sa bundok ng Sierra Madre,Higante umano nakita sa bundok ng Sierra Madre. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ito ay bahagi ng patuloy na programa ng pamahalaan.,FAKE,150,46,25,3,0
May bagong planeta na natagpuan malapit sa Pilipinas,May bagong planeta na natagpuan malapit sa Pilipinas. Hindi pa matukoy kung gaano katotoo ang insidente. Hindi pa matukoy kung gaano katotoo ang insidente.,FAKE,155,52,24,3,0
"Lalaking uminom ng tubig ulan, gumaling sa cancer","Lalaking uminom ng tubig ulan, gumaling sa cancer. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",FAKE,173,49,25,3,0
May nilalang na lumitaw sa ilog sa Iloilo,May nilalang na lumitaw sa ilog sa Iloilo. Hindi pa matukoy kung gaano katotoo ang insidente. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,FAKE,144,41,24,3,0
Buwan umano nahulog sa likod ng Mt. Apo,Buwan umano nahulog sa likod ng Mt. Apo. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Ito ay bahagi ng patuloy na programa ng pamahalaan.,FAKE,153,39,25,4,0
"Lalaking uminom ng tubig ulan, gumaling sa cancer","Lalaking uminom ng tubig ulan, gumaling sa cancer. Hindi pa matukoy kung gaano katotoo ang insidente. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo.",FAKE,162,49,24,3,0
DOH: Patuloy ang pagbaba ng kaso ng COVID-19,DOH: Patuloy ang pagbaba ng kaso ng COVID-19. Hindi pa matukoy kung gaano katotoo ang insidente. Ito ay nakumpirma ng mga eksperto sa lugar.,REAL,140,44,24,3,1
DOH: Patuloy ang pagbaba ng kaso ng COVID-19,DOH: Patuloy ang pagbaba ng kaso ng COVID-19. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,REAL,167,44,24,3,1
Bayanihan spirit muling nasilayan sa panahon ng kalamidad,Bayanihan spirit muling nasilayan sa panahon ng kalamidad. Ang balitang ito ay mabilis na kumalat sa social media. Ang balitang ito ay mabilis na kumalat sa social media.,REAL,170,57,28,3,1
DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan,"DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari. Ang balitang ito ay mabilis na kumalat sa social media.",REAL,176,57,30,3,1
Bayanihan spirit muling nasilayan sa panahon ng kalamidad,Bayanihan spirit muling nasilayan sa panahon ng kalamidad. Ito ay nakumpirma ng mga eksperto sa lugar. Ito ay bahagi ng patuloy na programa ng pamahalaan.,REAL,154,57,25,3,1
Isang barangay biglang naglaho ayon sa ulat,Isang barangay biglang naglaho ayon sa ulat. Ito ay bahagi ng patuloy na programa ng pamahalaan. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.,FAKE,157,43,24,3,0
Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo,"Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.",FAKE,165,51,26,3,0
DOH: Patuloy ang pagbaba ng kaso ng COVID-19,DOH: Patuloy ang pagbaba ng kaso ng COVID-19. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Hindi pa matukoy kung gaano katotoo ang insidente.,REAL,157,44,24,3,1
May bagong planeta na natagpuan malapit sa Pilipinas,"May bagong planeta na natagpuan malapit sa Pilipinas. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.",FAKE,166,52,25,3,0
"Lalaking uminom ng tubig ulan, gumaling sa cancer","Lalaking uminom ng tubig ulan, gumaling sa cancer. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Ang balitang ito ay mabilis na kumalat sa social media.",FAKE,167,49,26,3,0
Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon,Pangulo nag-anunsyo ng bagong proyekto para sa edukasyon. Ito ay nakumpirma ng mga eksperto sa lugar. Ang balitang ito ay mabilis na kumalat sa social media.,REAL,157,56,26,3,1
May nilalang na lumitaw sa ilog sa Iloilo,May nilalang na lumitaw sa ilog sa Iloilo. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,FAKE,164,41,24,3,0
Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo,Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo. Ang balitang ito ay mabilis na kumalat sa social media. Nagpahayag ng suporta ang ilang opisyal ukol dito.,FAKE,159,51,27,3,0
"Lalaking uminom ng tubig ulan, gumaling sa cancer","Lalaking uminom ng tubig ulan, gumaling sa cancer. Hindi pa matukoy kung gaano katotoo ang insidente. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo.",FAKE,162,49,24,3,0
Bayanihan spirit muling nasilayan sa panahon ng kalamidad,Bayanihan spirit muling nasilayan sa panahon ng kalamidad. Hindi pa matukoy kung gaano katotoo ang insidente. Ito ay bahagi ng patuloy na programa ng pamahalaan.,REAL,161,57,25,3,1
Bata nagpakita ng telekinetic powers sa paaralan,Bata nagpakita ng telekinetic powers sa paaralan. Hindi pa matukoy kung gaano katotoo ang insidente. Hindi pa matukoy kung gaano katotoo ang insidente.,FAKE,151,48,23,3,0
Isang barangay biglang naglaho ayon sa ulat,Isang barangay biglang naglaho ayon sa ulat. Ito ay nakumpirma ng mga eksperto sa lugar. Nagpahayag ng suporta ang ilang opisyal ukol dito.,FAKE,139,43,23,3,0
Mga kabataan nagtanim ng puno sa tree planting activity,"Mga kabataan nagtanim ng puno sa tree planting activity. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",REAL,179,55,26,3,1
PhilHealth naglunsad ng bagong online portal,PhilHealth naglunsad ng bagong online portal. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Hindi pa matukoy kung gaano katotoo ang insidente.,REAL,157,44,22,3,1
Saging kayang gamutin ang lahat ng sakit ayon sa eksperto,Saging kayang gamutin ang lahat ng sakit ayon sa eksperto. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Hindi pa matukoy kung gaano katotoo ang insidente.,FAKE,160,57,26,3,0
DOH: Patuloy ang pagbaba ng kaso ng COVID-19,"DOH: Patuloy ang pagbaba ng kaso ng COVID-19. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",REAL,158,44,25,3,1
"Lalaking uminom ng tubig ulan, gumaling sa cancer","Lalaking uminom ng tubig ulan, gumaling sa cancer. Ito ay nakumpirma ng mga eksperto sa lugar. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.",FAKE,145,49,24,3,0
May bagong planeta na natagpuan malapit sa Pilipinas,May bagong planeta na natagpuan malapit sa Pilipinas. Ang balitang ito ay mabilis na kumalat sa social media. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,FAKE,170,52,26,3,0
"Lalaking uminom ng tubig ulan, gumaling sa cancer","Lalaking uminom ng tubig ulan, gumaling sa cancer. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.",FAKE,163,49,25,3,0
BFP nagsagawa ng fire drill sa Quezon City,BFP nagsagawa ng fire drill sa Quezon City. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,REAL,155,42,24,3,1
BFP nagsagawa ng fire drill sa Quezon City,BFP nagsagawa ng fire drill sa Quezon City. Nagpahayag ng suporta ang ilang opisyal ukol dito. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,REAL,155,42,24,3,1
Bata nagpakita ng telekinetic powers sa paaralan,"Bata nagpakita ng telekinetic powers sa paaralan. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",FAKE,172,48,24,3,0
Mga kabataan nagtanim ng puno sa tree planting activity,"Mga kabataan nagtanim ng puno sa tree planting activity. Ito ay nakumpirma ng mga eksperto sa lugar. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",REAL,162,55,26,3,1
"Lalaking uminom ng tubig ulan, gumaling sa cancer","Lalaking uminom ng tubig ulan, gumaling sa cancer. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Hindi pa matukoy kung gaano katotoo ang insidente.",FAKE,162,49,24,3,0
Buwan umano nahulog sa likod ng Mt. Apo,Buwan umano nahulog sa likod ng Mt. Apo. Ito ay nakumpirma ng mga eksperto sa lugar. Hindi pa matukoy kung gaano katotoo ang insidente.,FAKE,135,39,24,4,0
PNP: Mas pinaigting na seguridad sa Metro Manila,PNP: Mas pinaigting na seguridad sa Metro Manila. Nagpahayag ng suporta ang ilang opisyal ukol dito. Hindi pa matukoy kung gaano katotoo ang insidente.,REAL,151,48,24,3,1
PhilHealth naglunsad ng bagong online portal,PhilHealth naglunsad ng bagong online portal. Ang balitang ito ay mabilis na kumalat sa social media. Nagpahayag ng suporta ang ilang opisyal ukol dito.,REAL,152,44,24,3,1
Saging kayang gamutin ang lahat ng sakit ayon sa eksperto,"Saging kayang gamutin ang lahat ng sakit ayon sa eksperto. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",FAKE,181,57,27,3,0
Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo,Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo. Ang balitang ito ay mabilis na kumalat sa social media. Ito ay bahagi ng patuloy na programa ng pamahalaan.,FAKE,160,51,28,3,0
DOH: Patuloy ang pagbaba ng kaso ng COVID-19,DOH: Patuloy ang pagbaba ng kaso ng COVID-19. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Ang balitang ito ay mabilis na kumalat sa social media.,REAL,162,44,26,3,1
Isang barangay biglang naglaho ayon sa ulat,Isang barangay biglang naglaho ayon sa ulat. Ito ay bahagi ng patuloy na programa ng pamahalaan. Ito ay bahagi ng patuloy na programa ng pamahalaan.,FAKE,148,43,25,3,0
Bata nagpakita ng telekinetic powers sa paaralan,Bata nagpakita ng telekinetic powers sa paaralan. Ito ay bahagi ng patuloy na programa ng pamahalaan. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo.,FAKE,162,48,24,3,0
Buwan umano nahulog sa likod ng Mt. Apo,"Buwan umano nahulog sa likod ng Mt. Apo. Ito ay nakumpirma ng mga eksperto sa lugar. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",FAKE,146,39,25,4,0
"Pagtaas ng sahod ng guro, isinulong sa Kongreso","Pagtaas ng sahod ng guro, isinulong sa Kongreso. Ang balitang ito ay mabilis na kumalat sa social media. Ito ay bahagi ng patuloy na programa ng pamahalaan.",REAL,156,47,27,3,1
DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan,DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan. Hindi pa matukoy kung gaano katotoo ang insidente. Ang balitang ito ay mabilis na kumalat sa social media.,REAL,165,57,29,3,1
Mga kabataan nagtanim ng puno sa tree planting activity,Mga kabataan nagtanim ng puno sa tree planting activity. Ito ay nakumpirma ng mga eksperto sa lugar. Ito ay nakumpirma ng mga eksperto sa lugar.,REAL,144,55,25,3,1
Mga kabataan nagtanim ng puno sa tree planting activity,Mga kabataan nagtanim ng puno sa tree planting activity. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Ang balitang ito ay mabilis na kumalat sa social media.,REAL,173,55,27,3,1
Bayanihan spirit muling nasilayan sa panahon ng kalamidad,Bayanihan spirit muling nasilayan sa panahon ng kalamidad. Ito ay bahagi ng patuloy na programa ng pamahalaan. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,REAL,161,57,25,3,1
Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo,Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,FAKE,174,51,25,3,0
Mga kabataan nagtanim ng puno sa tree planting activity,Mga kabataan nagtanim ng puno sa tree planting activity. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,REAL,178,55,25,3,1
Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo,Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo. Ito ay bahagi ng patuloy na programa ng pamahalaan. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.,FAKE,165,51,26,3,0
PhilHealth naglunsad ng bagong online portal,PhilHealth naglunsad ng bagong online portal. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Nagpahayag ng suporta ang ilang opisyal ukol dito.,REAL,157,44,22,3,1
DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan,DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Ito ay bahagi ng patuloy na programa ng pamahalaan.,REAL,161,57,28,3,1
Buwan umano nahulog sa likod ng Mt. Apo,Buwan umano nahulog sa likod ng Mt. Apo. Nagpahayag ng suporta ang ilang opisyal ukol dito. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,FAKE,152,39,24,4,0
May nilalang na lumitaw sa ilog sa Iloilo,May nilalang na lumitaw sa ilog sa Iloilo. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang.,FAKE,164,41,24,3,0
Buwan umano nahulog sa likod ng Mt. Apo,Buwan umano nahulog sa likod ng Mt. Apo. Nagpahayag ng suporta ang ilang opisyal ukol dito. Hindi pa matukoy kung gaano katotoo ang insidente.,FAKE,142,39,24,4,0
Bata nagpakita ng telekinetic powers sa paaralan,Bata nagpakita ng telekinetic powers sa paaralan. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,FAKE,171,48,23,3,0
Libreng sakay sa mga estudyante ipapatupad simula Hulyo,Libreng sakay sa mga estudyante ipapatupad simula Hulyo. Ito ay nakumpirma ng mga eksperto sa lugar. Ang balitang ito ay mabilis na kumalat sa social media.,REAL,156,55,26,3,1
Bata nagpakita ng telekinetic powers sa paaralan,Bata nagpakita ng telekinetic powers sa paaralan. Ito ay bahagi ng patuloy na programa ng pamahalaan. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,FAKE,152,48,24,3,0
Higante umano nakita sa bundok ng Sierra Madre,Higante umano nakita sa bundok ng Sierra Madre. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Nagpahayag ng suporta ang ilang opisyal ukol dito.,FAKE,159,46,24,3,0
PhilHealth naglunsad ng bagong online portal,PhilHealth naglunsad ng bagong online portal. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Hindi pa matukoy kung gaano katotoo ang insidente.,REAL,157,44,22,3,1
May nilalang na lumitaw sa ilog sa Iloilo,May nilalang na lumitaw sa ilog sa Iloilo. Ang balitang ito ay mabilis na kumalat sa social media. Ito ay nakumpirma ng mga eksperto sa lugar.,FAKE,142,41,26,3,0
PNP: Mas pinaigting na seguridad sa Metro Manila,PNP: Mas pinaigting na seguridad sa Metro Manila. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Ito ay nakumpirma ng mga eksperto sa lugar.,REAL,154,48,24,3,1
May nilalang na lumitaw sa ilog sa Iloilo,May nilalang na lumitaw sa ilog sa Iloilo. Ang balitang ito ay mabilis na kumalat sa social media. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo.,FAKE,159,41,26,3,0
DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan,DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan. Ito ay bahagi ng patuloy na programa ng pamahalaan. Hindi pa matukoy kung gaano katotoo ang insidente.,REAL,161,57,28,3,1
Higante umano nakita sa bundok ng Sierra Madre,Higante umano nakita sa bundok ng Sierra Madre. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Nagpahayag ng suporta ang ilang opisyal ukol dito.,FAKE,159,46,24,3,0
Higante umano nakita sa bundok ng Sierra Madre,Higante umano nakita sa bundok ng Sierra Madre. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo.,FAKE,169,46,24,3,0
Isang barangay biglang naglaho ayon sa ulat,Isang barangay biglang naglaho ayon sa ulat. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Nagpahayag ng suporta ang ilang opisyal ukol dito.,FAKE,156,43,23,3,0
BFP nagsagawa ng fire drill sa Quezon City,BFP nagsagawa ng fire drill sa Quezon City. Ang balitang ito ay mabilis na kumalat sa social media. Hindi pa matukoy kung gaano katotoo ang insidente.,REAL,150,42,26,3,1
Higante umano nakita sa bundok ng Sierra Madre,Higante umano nakita sa bundok ng Sierra Madre. Hindi pa matukoy kung gaano katotoo ang insidente. Ito ay bahagi ng patuloy na programa ng pamahalaan.,FAKE,150,46,25,3,0
DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan,DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan. Ito ay bahagi ng patuloy na programa ng pamahalaan. Nagpahayag ng suporta ang ilang opisyal ukol dito.,REAL,161,57,28,3,1
"Pagtaas ng sahod ng guro, isinulong sa Kongreso","Pagtaas ng sahod ng guro, isinulong sa Kongreso. Ito ay nakumpirma ng mga eksperto sa lugar. Ito ay bahagi ng patuloy na programa ng pamahalaan.",REAL,144,47,25,3,1
Bata nagpakita ng telekinetic powers sa paaralan,Bata nagpakita ng telekinetic powers sa paaralan. Ito ay bahagi ng patuloy na programa ng pamahalaan. Ang balitang ito ay mabilis na kumalat sa social media.,FAKE,157,48,26,3,0
"Lalaking uminom ng tubig ulan, gumaling sa cancer","Lalaking uminom ng tubig ulan, gumaling sa cancer. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",FAKE,173,49,25,3,0
Isang barangay biglang naglaho ayon sa ulat,Isang barangay biglang naglaho ayon sa ulat. Ito ay nakumpirma ng mga eksperto sa lugar. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,FAKE,149,43,23,3,0
Isang barangay biglang naglaho ayon sa ulat,Isang barangay biglang naglaho ayon sa ulat. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,FAKE,166,43,23,3,0
May nilalang na lumitaw sa ilog sa Iloilo,May nilalang na lumitaw sa ilog sa Iloilo. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,FAKE,144,41,24,3,0
DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan,"DA: Sapat ang suplay ng bigas sa susunod na tatlong buwan. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",REAL,171,57,28,3,1
"Pagtaas ng sahod ng guro, isinulong sa Kongreso","Pagtaas ng sahod ng guro, isinulong sa Kongreso. Ang balitang ito ay mabilis na kumalat sa social media. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.",REAL,165,47,26,3,1
Higante umano nakita sa bundok ng Sierra Madre,Higante umano nakita sa bundok ng Sierra Madre. Nagpahayag ng suporta ang ilang opisyal ukol dito. Ito ay bahagi ng patuloy na programa ng pamahalaan.,FAKE,150,46,25,3,0
Buwan umano nahulog sa likod ng Mt. Apo,Buwan umano nahulog sa likod ng Mt. Apo. Isinasaalang-alang ng pamahalaan ang mga susunod na hakbang. Pinabulaanan ito ng ilang opisyal matapos ang imbestigasyon.,FAKE,162,39,24,4,0
DOH: Patuloy ang pagbaba ng kaso ng COVID-19,DOH: Patuloy ang pagbaba ng kaso ng COVID-19. Inaasahang maglalabas ng pahayag ang ahensya ngayong linggo. Ito ay bahagi ng patuloy na programa ng pamahalaan.,REAL,158,44,25,3,1
Bayanihan spirit muling nasilayan sa panahon ng kalamidad,"Bayanihan spirit muling nasilayan sa panahon ng kalamidad. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari. Ito ay bahagi ng patuloy na programa ng pamahalaan.",REAL,172,57,26,3,1
PNP: Mas pinaigting na seguridad sa Metro Manila,PNP: Mas pinaigting na seguridad sa Metro Manila. Hindi pa matukoy kung gaano katotoo ang insidente. Ito ay nakumpirma ng mga eksperto sa lugar.,REAL,144,48,24,3,1
Saging kayang gamutin ang lahat ng sakit ayon sa eksperto,Saging kayang gamutin ang lahat ng sakit ayon sa eksperto. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan. Nagpahayag ng suporta ang ilang opisyal ukol dito.,FAKE,160,57,26,3,0
Saging kayang gamutin ang lahat ng sakit ayon sa eksperto,Saging kayang gamutin ang lahat ng sakit ayon sa eksperto. Ang balitang ito ay mabilis na kumalat sa social media. Ito ay nagpapakita ng pagkakaisa ng mga mamamayan.,FAKE,165,57,28,3,0
Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo,"Nagsalita ang estatwa ni Bonifacio sa gabi ng bagyo. Ito ay nakumpirma ng mga eksperto sa lugar. Ayon sa ulat, maraming residente ang nakasaksi sa pangyayari.",FAKE,158,51,26,3,0
